id,ADI,CV2,Category
FOODS_1_036_TX_2_validation,2.08,0.4,Intermittent (Ngắt quãng)
FOODS_1_036_TX_3_validation,2.42,0.38,Intermittent (Ngắt quãng)
FOODS_1_036_WI_1_validation,1.84,0.25,Intermittent (Ngắt quãng)
FOODS_1_036_WI_2_validation,2.54,0.48,Intermittent (Ngắt quãng)
FOODS_1_036_WI_3_validation,2.77,0.38,Intermittent (Ngắt quãng)
FOODS_1_037_CA_1_validation,2.35,0.46,Intermittent (Ngắt quãng)
FOODS_1_037_CA_2_validation,2.19,0.44,Intermittent (Ngắt quãng)
FOODS_1_037_CA_3_validation,1.82,0.53,Lumpy (Cục bộ)
FOODS_1_037_CA_4_validation,4.16,0.29,Intermittent (Ngắt quãng)
FOODS_1_037_TX_1_validation,4.23,0.29,Intermittent (Ngắt quãng)
FOODS_1_037_TX_2_validation,4.41,0.3,Intermittent (Ngắt quãng)
FOODS_1_037_TX_3_validation,4.31,0.53,Lumpy (Cục bộ)
FOODS_1_037_WI_1_validation,2.43,0.49,Lumpy (Cục bộ)
FOODS_1_037_WI_2_validation,2.56,0.48,Intermittent (Ngắt quãng)
FOODS_1_037_WI_3_validation,2.87,0.48,Intermittent (Ngắt quãng)
FOODS_1_038_CA_1_validation,2.8,0.25,Intermittent (Ngắt quãng)
FOODS_1_038_CA_2_validation,1.71,0.45,Intermittent (Ngắt quãng)
FOODS_1_038_CA_3_validation,1.71,0.39,Intermittent (Ngắt quãng)
FOODS_1_038_CA_4_validation,5.34,0.0,Intermittent (Ngắt quãng)
FOODS_1_038_TX_1_validation,3.27,0.27,Intermittent (Ngắt quãng)
FOODS_1_038_TX_2_validation,2.39,0.28,Intermittent (Ngắt quãng)
FOODS_1_038_TX_3_validation,3.76,0.26,Intermittent (Ngắt quãng)
FOODS_1_038_WI_1_validation,4.44,0.0,Intermittent (Ngắt quãng)
FOODS_1_038_WI_2_validation,3.71,0.23,Intermittent (Ngắt quãng)
FOODS_1_038_WI_3_validation,4.67,0.24,Intermittent (Ngắt quãng)
FOODS_1_039_CA_1_validation,2.26,0.27,Intermittent (Ngắt quãng)
FOODS_1_039_CA_2_validation,3.6,0.27,Intermittent (Ngắt quãng)
FOODS_1_039_CA_3_validation,2.13,0.24,Intermittent (Ngắt quãng)
FOODS_1_039_CA_4_validation,40.82,0.17,Intermittent (Ngắt quãng)
FOODS_1_039_TX_1_validation,4.87,0.0,Intermittent (Ngắt quãng)
FOODS_1_039_TX_2_validation,18.53,0.0,Intermittent (Ngắt quãng)
FOODS_1_039_TX_3_validation,8.16,0.0,Intermittent (Ngắt quãng)
FOODS_1_039_WI_1_validation,4.36,0.24,Intermittent (Ngắt quãng)
FOODS_1_039_WI_2_validation,6.0,0.0,Intermittent (Ngắt quãng)
FOODS_1_039_WI_3_validation,6.79,0.0,Intermittent (Ngắt quãng)
FOODS_1_040_CA_1_validation,1.43,0.44,Intermittent (Ngắt quãng)
FOODS_1_040_CA_2_validation,1.64,0.43,Intermittent (Ngắt quãng)
FOODS_1_040_CA_3_validation,1.45,0.35,Intermittent (Ngắt quãng)
FOODS_1_040_CA_4_validation,1.92,0.23,Intermittent (Ngắt quãng)
FOODS_1_040_TX_1_validation,1.94,0.35,Intermittent (Ngắt quãng)
FOODS_1_040_TX_2_validation,1.79,0.39,Intermittent (Ngắt quãng)
FOODS_1_040_TX_3_validation,2.47,0.25,Intermittent (Ngắt quãng)
FOODS_1_040_WI_1_validation,1.69,0.38,Intermittent (Ngắt quãng)
FOODS_1_040_WI_2_validation,1.83,0.38,Intermittent (Ngắt quãng)
FOODS_1_040_WI_3_validation,2.77,0.4,Intermittent (Ngắt quãng)
FOODS_1_041_CA_1_validation,2.26,0.35,Intermittent (Ngắt quãng)
FOODS_1_041_CA_2_validation,1.95,0.41,Intermittent (Ngắt quãng)
FOODS_1_041_CA_3_validation,1.91,0.36,Intermittent (Ngắt quãng)
FOODS_1_041_CA_4_validation,2.86,0.24,Intermittent (Ngắt quãng)
FOODS_1_041_TX_1_validation,3.37,0.25,Intermittent (Ngắt quãng)
FOODS_1_041_TX_2_validation,3.26,0.26,Intermittent (Ngắt quãng)
FOODS_1_041_TX_3_validation,5.64,0.26,Intermittent (Ngắt quãng)
FOODS_1_041_WI_1_validation,2.34,0.39,Intermittent (Ngắt quãng)
FOODS_1_041_WI_2_validation,2.42,0.26,Intermittent (Ngắt quãng)
FOODS_1_041_WI_3_validation,3.28,0.4,Intermittent (Ngắt quãng)
FOODS_1_042_CA_1_validation,1.19,0.42,Smooth (Đều đặn)
FOODS_1_042_CA_2_validation,1.3,0.45,Smooth (Đều đặn)
FOODS_1_042_CA_3_validation,1.25,0.41,Smooth (Đều đặn)
FOODS_1_042_CA_4_validation,2.02,0.46,Intermittent (Ngắt quãng)
FOODS_1_042_TX_1_validation,1.25,0.32,Smooth (Đều đặn)
FOODS_1_042_TX_2_validation,1.21,0.3,Smooth (Đều đặn)
FOODS_1_042_TX_3_validation,1.56,0.35,Intermittent (Ngắt quãng)
FOODS_1_042_WI_1_validation,1.24,0.38,Smooth (Đều đặn)
FOODS_1_042_WI_2_validation,1.35,0.31,Intermittent (Ngắt quãng)
FOODS_1_042_WI_3_validation,1.51,0.41,Intermittent (Ngắt quãng)
FOODS_1_043_CA_1_validation,1.12,0.39,Smooth (Đều đặn)
FOODS_1_043_CA_2_validation,1.19,inf,Erratic (Thất thường)
FOODS_1_043_CA_3_validation,1.17,inf,Erratic (Thất thường)
FOODS_1_043_CA_4_validation,1.44,0.4,Intermittent (Ngắt quãng)
FOODS_1_043_TX_1_validation,1.13,0.41,Smooth (Đều đặn)
FOODS_1_043_TX_2_validation,1.15,inf,Erratic (Thất thường)
FOODS_1_043_TX_3_validation,1.11,0.38,Smooth (Đều đặn)
FOODS_1_043_WI_1_validation,1.13,0.42,Smooth (Đều đặn)
FOODS_1_043_WI_2_validation,1.12,0.44,Smooth (Đều đặn)
FOODS_1_043_WI_3_validation,1.18,0.5,Erratic (Thất thường)
FOODS_1_044_CA_1_validation,1.97,0.46,Intermittent (Ngắt quãng)
FOODS_1_044_CA_2_validation,2.18,0.45,Intermittent (Ngắt quãng)
FOODS_1_044_CA_3_validation,1.91,0.48,Intermittent (Ngắt quãng)
FOODS_1_044_CA_4_validation,2.64,0.42,Intermittent (Ngắt quãng)
FOODS_1_044_TX_1_validation,2.63,0.45,Intermittent (Ngắt quãng)
FOODS_1_044_TX_2_validation,2.52,0.59,Lumpy (Cục bộ)
FOODS_1_044_TX_3_validation,2.67,0.43,Intermittent (Ngắt quãng)
FOODS_1_044_WI_1_validation,1.53,0.38,Intermittent (Ngắt quãng)
FOODS_1_044_WI_2_validation,1.73,0.47,Intermittent (Ngắt quãng)
FOODS_1_044_WI_3_validation,1.75,0.43,Intermittent (Ngắt quãng)
FOODS_1_045_CA_1_validation,1.41,0.38,Intermittent (Ngắt quãng)
FOODS_1_045_CA_2_validation,1.91,0.41,Intermittent (Ngắt quãng)
FOODS_1_045_CA_3_validation,1.37,0.36,Intermittent (Ngắt quãng)
FOODS_1_045_CA_4_validation,1.64,0.35,Intermittent (Ngắt quãng)
FOODS_1_045_TX_1_validation,2.35,0.37,Intermittent (Ngắt quãng)
FOODS_1_045_TX_2_validation,1.8,0.37,Intermittent (Ngắt quãng)
FOODS_1_045_TX_3_validation,2.01,0.36,Intermittent (Ngắt quãng)
FOODS_1_045_WI_1_validation,1.86,0.38,Intermittent (Ngắt quãng)
FOODS_1_045_WI_2_validation,1.88,0.41,Intermittent (Ngắt quãng)
FOODS_1_045_WI_3_validation,2.69,0.36,Intermittent (Ngắt quãng)
FOODS_1_046_CA_1_validation,1.07,0.43,Smooth (Đều đặn)
FOODS_1_046_CA_2_validation,1.17,0.63,Erratic (Thất thường)
FOODS_1_046_CA_3_validation,1.08,0.59,Erratic (Thất thường)
FOODS_1_046_CA_4_validation,1.13,0.51,Erratic (Thất thường)
FOODS_1_046_TX_1_validation,1.24,0.54,Erratic (Thất thường)
FOODS_1_046_TX_2_validation,1.03,inf,Erratic (Thất thường)
FOODS_1_046_TX_3_validation,1.15,0.66,Erratic (Thất thường)
FOODS_1_046_WI_1_validation,1.05,0.47,Smooth (Đều đặn)
FOODS_1_046_WI_2_validation,1.08,inf,Erratic (Thất thường)
FOODS_1_046_WI_3_validation,1.2,0.68,Erratic (Thất thường)
FOODS_1_047_CA_1_validation,2.02,0.4,Intermittent (Ngắt quãng)
FOODS_1_047_CA_2_validation,1.56,0.41,Intermittent (Ngắt quãng)
FOODS_1_047_CA_3_validation,1.57,0.54,Lumpy (Cục bộ)
FOODS_1_047_CA_4_validation,2.24,0.25,Intermittent (Ngắt quãng)
FOODS_1_047_TX_1_validation,2.47,0.47,Intermittent (Ngắt quãng)
FOODS_1_047_TX_2_validation,2.47,0.27,Intermittent (Ngắt quãng)
FOODS_1_047_TX_3_validation,3.19,0.25,Intermittent (Ngắt quãng)
FOODS_1_047_WI_1_validation,2.07,0.26,Intermittent (Ngắt quãng)
FOODS_1_047_WI_2_validation,3.4,0.24,Intermittent (Ngắt quãng)
FOODS_1_047_WI_3_validation,3.45,0.26,Intermittent (Ngắt quãng)
FOODS_1_048_CA_1_validation,4.22,0.26,Intermittent (Ngắt quãng)
FOODS_1_048_CA_2_validation,1.61,0.4,Intermittent (Ngắt quãng)
FOODS_1_048_CA_3_validation,1.72,0.25,Intermittent (Ngắt quãng)
FOODS_1_048_CA_4_validation,3.36,0.22,Intermittent (Ngắt quãng)
FOODS_1_048_TX_1_validation,3.13,0.0,Intermittent (Ngắt quãng)
FOODS_1_048_TX_2_validation,4.63,0.0,Intermittent (Ngắt quãng)
FOODS_1_048_TX_3_validation,7.71,0.0,Intermittent (Ngắt quãng)
FOODS_1_048_WI_1_validation,3.18,0.25,Intermittent (Ngắt quãng)
FOODS_1_048_WI_2_validation,4.64,0.0,Intermittent (Ngắt quãng)
FOODS_1_048_WI_3_validation,6.51,0.0,Intermittent (Ngắt quãng)
FOODS_1_049_CA_1_validation,2.39,0.46,Intermittent (Ngắt quãng)
FOODS_1_049_CA_2_validation,1.92,0.4,Intermittent (Ngắt quãng)
FOODS_1_049_CA_3_validation,2.36,0.4,Intermittent (Ngắt quãng)
FOODS_1_049_CA_4_validation,5.4,0.21,Intermittent (Ngắt quãng)
FOODS_1_049_TX_1_validation,4.1,0.29,Intermittent (Ngắt quãng)
FOODS_1_049_TX_2_validation,4.22,0.27,Intermittent (Ngắt quãng)
FOODS_1_049_TX_3_validation,4.87,0.25,Intermittent (Ngắt quãng)
FOODS_1_049_WI_1_validation,3.01,0.26,Intermittent (Ngắt quãng)
FOODS_1_049_WI_2_validation,4.16,0.29,Intermittent (Ngắt quãng)
FOODS_1_049_WI_3_validation,4.42,0.27,Intermittent (Ngắt quãng)
FOODS_1_050_CA_1_validation,2.9,0.26,Intermittent (Ngắt quãng)
FOODS_1_050_CA_2_validation,2.91,0.28,Intermittent (Ngắt quãng)
FOODS_1_050_CA_3_validation,3.09,0.25,Intermittent (Ngắt quãng)
FOODS_1_050_CA_4_validation,3.57,0.0,Intermittent (Ngắt quãng)
FOODS_1_050_TX_1_validation,7.41,0.0,Intermittent (Ngắt quãng)
FOODS_1_050_TX_2_validation,7.29,0.0,Intermittent (Ngắt quãng)
FOODS_1_050_TX_3_validation,12.52,0.0,Intermittent (Ngắt quãng)
FOODS_1_050_WI_1_validation,4.0,0.24,Intermittent (Ngắt quãng)
FOODS_1_050_WI_2_validation,5.81,0.0,Intermittent (Ngắt quãng)
FOODS_1_050_WI_3_validation,13.33,0.0,Intermittent (Ngắt quãng)
FOODS_1_051_CA_1_validation,1.6,0.37,Intermittent (Ngắt quãng)
FOODS_1_051_CA_2_validation,1.65,0.37,Intermittent (Ngắt quãng)
FOODS_1_051_CA_3_validation,1.43,0.37,Intermittent (Ngắt quãng)
FOODS_1_051_CA_4_validation,1.85,0.26,Intermittent (Ngắt quãng)
FOODS_1_051_TX_1_validation,2.62,0.25,Intermittent (Ngắt quãng)
FOODS_1_051_TX_2_validation,2.07,0.27,Intermittent (Ngắt quãng)
FOODS_1_051_TX_3_validation,2.23,0.26,Intermittent (Ngắt quãng)
FOODS_1_051_WI_1_validation,1.85,0.24,Intermittent (Ngắt quãng)
FOODS_1_051_WI_2_validation,1.76,0.24,Intermittent (Ngắt quãng)
FOODS_1_051_WI_3_validation,2.12,0.25,Intermittent (Ngắt quãng)
FOODS_1_052_CA_1_validation,1.6,0.34,Intermittent (Ngắt quãng)
FOODS_1_052_CA_2_validation,1.79,0.46,Intermittent (Ngắt quãng)
FOODS_1_052_CA_3_validation,1.69,0.39,Intermittent (Ngắt quãng)
FOODS_1_052_CA_4_validation,6.13,0.28,Intermittent (Ngắt quãng)
FOODS_1_052_TX_1_validation,2.69,0.26,Intermittent (Ngắt quãng)
FOODS_1_052_TX_2_validation,2.46,0.27,Intermittent (Ngắt quãng)
FOODS_1_052_TX_3_validation,2.64,0.26,Intermittent (Ngắt quãng)
FOODS_1_052_WI_1_validation,1.52,0.39,Intermittent (Ngắt quãng)
FOODS_1_052_WI_2_validation,1.53,0.35,Intermittent (Ngắt quãng)
FOODS_1_052_WI_3_validation,2.06,0.39,Intermittent (Ngắt quãng)
FOODS_1_053_CA_1_validation,3.97,0.26,Intermittent (Ngắt quãng)
FOODS_1_053_CA_2_validation,2.3,0.25,Intermittent (Ngắt quãng)
FOODS_1_053_CA_3_validation,3.9,0.24,Intermittent (Ngắt quãng)
FOODS_1_053_CA_4_validation,2.13,0.23,Intermittent (Ngắt quãng)
FOODS_1_053_TX_1_validation,7.26,0.0,Intermittent (Ngắt quãng)
FOODS_1_053_TX_2_validation,5.74,0.24,Intermittent (Ngắt quãng)
FOODS_1_053_TX_3_validation,5.76,0.23,Intermittent (Ngắt quãng)
FOODS_1_053_WI_1_validation,3.32,0.24,Intermittent (Ngắt quãng)
FOODS_1_053_WI_2_validation,3.87,0.0,Intermittent (Ngắt quãng)
FOODS_1_053_WI_3_validation,8.16,0.0,Intermittent (Ngắt quãng)
FOODS_1_054_CA_1_validation,1.37,0.36,Intermittent (Ngắt quãng)
FOODS_1_054_CA_2_validation,1.5,0.44,Intermittent (Ngắt quãng)
FOODS_1_054_CA_3_validation,1.55,0.4,Intermittent (Ngắt quãng)
FOODS_1_054_CA_4_validation,2.76,0.27,Intermittent (Ngắt quãng)
FOODS_1_054_TX_1_validation,2.48,0.26,Intermittent (Ngắt quãng)
FOODS_1_054_TX_2_validation,1.93,0.25,Intermittent (Ngắt quãng)
FOODS_1_054_TX_3_validation,2.66,0.27,Intermittent (Ngắt quãng)
FOODS_1_054_WI_1_validation,1.7,0.41,Intermittent (Ngắt quãng)
FOODS_1_054_WI_2_validation,2.11,0.26,Intermittent (Ngắt quãng)
FOODS_1_054_WI_3_validation,2.38,0.25,Intermittent (Ngắt quãng)
FOODS_1_055_CA_1_validation,1.52,0.49,Lumpy (Cục bộ)
FOODS_1_055_CA_2_validation,1.51,0.5,Lumpy (Cục bộ)
FOODS_1_055_CA_3_validation,1.41,0.45,Intermittent (Ngắt quãng)
FOODS_1_055_CA_4_validation,2.13,0.48,Intermittent (Ngắt quãng)
FOODS_1_055_TX_1_validation,1.82,0.5,Lumpy (Cục bộ)
FOODS_1_055_TX_2_validation,1.47,0.45,Intermittent (Ngắt quãng)
FOODS_1_055_TX_3_validation,1.72,0.43,Intermittent (Ngắt quãng)
FOODS_1_055_WI_1_validation,2.36,0.48,Intermittent (Ngắt quãng)
FOODS_1_055_WI_2_validation,2.85,0.27,Intermittent (Ngắt quãng)
FOODS_1_055_WI_3_validation,1.8,0.72,Lumpy (Cục bộ)
FOODS_1_056_CA_1_validation,3.09,0.24,Intermittent (Ngắt quãng)
FOODS_1_056_CA_2_validation,3.23,0.26,Intermittent (Ngắt quãng)
FOODS_1_056_CA_3_validation,3.38,0.28,Intermittent (Ngắt quãng)
FOODS_1_056_CA_4_validation,6.1,0.0,Intermittent (Ngắt quãng)
FOODS_1_056_TX_1_validation,5.31,0.24,Intermittent (Ngắt quãng)
FOODS_1_056_TX_2_validation,5.11,0.0,Intermittent (Ngắt quãng)
FOODS_1_056_TX_3_validation,8.09,0.0,Intermittent (Ngắt quãng)
FOODS_1_056_WI_1_validation,3.51,0.24,Intermittent (Ngắt quãng)
FOODS_1_056_WI_2_validation,4.92,0.22,Intermittent (Ngắt quãng)
FOODS_1_056_WI_3_validation,5.22,0.0,Intermittent (Ngắt quãng)
FOODS_1_057_CA_1_validation,3.95,0.23,Intermittent (Ngắt quãng)
FOODS_1_057_CA_2_validation,3.01,0.25,Intermittent (Ngắt quãng)
FOODS_1_057_CA_3_validation,4.01,0.26,Intermittent (Ngắt quãng)
FOODS_1_057_CA_4_validation,6.23,0.0,Intermittent (Ngắt quãng)
FOODS_1_057_TX_1_validation,5.09,0.27,Intermittent (Ngắt quãng)
FOODS_1_057_TX_2_validation,5.77,0.2,Intermittent (Ngắt quãng)
FOODS_1_057_TX_3_validation,13.38,0.0,Intermittent (Ngắt quãng)
FOODS_1_057_WI_1_validation,3.48,0.27,Intermittent (Ngắt quãng)
FOODS_1_057_WI_2_validation,4.23,0.23,Intermittent (Ngắt quãng)
FOODS_1_057_WI_3_validation,5.4,0.21,Intermittent (Ngắt quãng)
FOODS_1_058_CA_1_validation,1.3,0.47,Smooth (Đều đặn)
FOODS_1_058_CA_2_validation,1.27,0.56,Erratic (Thất thường)
FOODS_1_058_CA_3_validation,1.3,0.55,Erratic (Thất thường)
FOODS_1_058_CA_4_validation,2.06,0.26,Intermittent (Ngắt quãng)
FOODS_1_058_TX_1_validation,1.27,0.51,Erratic (Thất thường)
FOODS_1_058_TX_2_validation,1.33,0.61,Lumpy (Cục bộ)
FOODS_1_058_TX_3_validation,1.23,0.44,Smooth (Đều đặn)
FOODS_1_058_WI_1_validation,1.34,0.48,Intermittent (Ngắt quãng)
FOODS_1_058_WI_2_validation,1.29,0.51,Erratic (Thất thường)
FOODS_1_058_WI_3_validation,1.41,0.63,Lumpy (Cục bộ)
FOODS_1_059_CA_1_validation,3.79,0.21,Intermittent (Ngắt quãng)
FOODS_1_059_CA_2_validation,2.42,0.58,Lumpy (Cục bộ)
FOODS_1_059_CA_3_validation,3.37,0.23,Intermittent (Ngắt quãng)
FOODS_1_059_CA_4_validation,2.16,0.45,Intermittent (Ngắt quãng)
FOODS_1_059_TX_1_validation,3.75,0.27,Intermittent (Ngắt quãng)
FOODS_1_059_TX_2_validation,1.78,0.45,Intermittent (Ngắt quãng)
FOODS_1_059_TX_3_validation,1.94,0.41,Intermittent (Ngắt quãng)
FOODS_1_059_WI_1_validation,2.21,0.46,Intermittent (Ngắt quãng)
FOODS_1_059_WI_2_validation,3.55,0.27,Intermittent (Ngắt quãng)
FOODS_1_059_WI_3_validation,5.01,0.24,Intermittent (Ngắt quãng)
FOODS_1_060_CA_1_validation,1.99,0.26,Intermittent (Ngắt quãng)
FOODS_1_060_CA_2_validation,2.15,0.25,Intermittent (Ngắt quãng)
FOODS_1_060_CA_3_validation,2.21,0.27,Intermittent (Ngắt quãng)
FOODS_1_060_CA_4_validation,2.71,0.0,Intermittent (Ngắt quãng)
FOODS_1_060_TX_1_validation,4.68,0.0,Intermittent (Ngắt quãng)
FOODS_1_060_TX_2_validation,5.15,0.0,Intermittent (Ngắt quãng)
FOODS_1_060_TX_3_validation,7.8,0.0,Intermittent (Ngắt quãng)
FOODS_1_060_WI_1_validation,3.46,0.0,Intermittent (Ngắt quãng)
FOODS_1_060_WI_2_validation,6.53,0.26,Intermittent (Ngắt quãng)
FOODS_1_060_WI_3_validation,4.69,0.17,Intermittent (Ngắt quãng)
FOODS_1_061_CA_1_validation,1.57,0.34,Intermittent (Ngắt quãng)
FOODS_1_061_CA_2_validation,1.24,0.41,Smooth (Đều đặn)
FOODS_1_061_CA_3_validation,1.3,0.39,Smooth (Đều đặn)
FOODS_1_061_CA_4_validation,1.73,0.23,Intermittent (Ngắt quãng)
FOODS_1_061_TX_1_validation,1.48,0.38,Intermittent (Ngắt quãng)
FOODS_1_061_TX_2_validation,1.42,0.36,Intermittent (Ngắt quãng)
FOODS_1_061_TX_3_validation,2.04,0.37,Intermittent (Ngắt quãng)
FOODS_1_061_WI_1_validation,1.56,0.37,Intermittent (Ngắt quãng)
FOODS_1_061_WI_2_validation,1.69,0.34,Intermittent (Ngắt quãng)
FOODS_1_061_WI_3_validation,1.76,0.48,Intermittent (Ngắt quãng)
FOODS_1_062_CA_1_validation,2.84,0.26,Intermittent (Ngắt quãng)
FOODS_1_062_CA_2_validation,2.76,0.25,Intermittent (Ngắt quãng)
FOODS_1_062_CA_3_validation,2.23,0.26,Intermittent (Ngắt quãng)
FOODS_1_062_CA_4_validation,3.47,0.25,Intermittent (Ngắt quãng)
FOODS_1_062_TX_1_validation,3.64,0.25,Intermittent (Ngắt quãng)
FOODS_1_062_TX_2_validation,3.07,0.25,Intermittent (Ngắt quãng)
FOODS_1_062_TX_3_validation,4.35,0.25,Intermittent (Ngắt quãng)
FOODS_1_062_WI_1_validation,2.17,0.25,Intermittent (Ngắt quãng)
FOODS_1_062_WI_2_validation,3.28,0.27,Intermittent (Ngắt quãng)
FOODS_1_062_WI_3_validation,3.23,0.28,Intermittent (Ngắt quãng)
FOODS_1_063_CA_1_validation,2.0,0.25,Intermittent (Ngắt quãng)
FOODS_1_063_CA_2_validation,2.03,0.4,Intermittent (Ngắt quãng)
FOODS_1_063_CA_3_validation,1.95,0.23,Intermittent (Ngắt quãng)
FOODS_1_063_CA_4_validation,2.22,0.28,Intermittent (Ngắt quãng)
FOODS_1_063_TX_1_validation,2.58,0.24,Intermittent (Ngắt quãng)
FOODS_1_063_TX_2_validation,2.39,0.28,Intermittent (Ngắt quãng)
FOODS_1_063_TX_3_validation,2.7,0.26,Intermittent (Ngắt quãng)
FOODS_1_063_WI_1_validation,1.25,0.34,Smooth (Đều đặn)
FOODS_1_063_WI_2_validation,1.88,0.23,Intermittent (Ngắt quãng)
FOODS_1_063_WI_3_validation,1.88,0.25,Intermittent (Ngắt quãng)
FOODS_1_064_CA_1_validation,1.47,0.38,Intermittent (Ngắt quãng)
FOODS_1_064_CA_2_validation,2.41,0.27,Intermittent (Ngắt quãng)
FOODS_1_064_CA_3_validation,2.53,0.26,Intermittent (Ngắt quãng)
FOODS_1_064_CA_4_validation,2.12,0.23,Intermittent (Ngắt quãng)
FOODS_1_064_TX_1_validation,6.85,0.0,Intermittent (Ngắt quãng)
FOODS_1_064_TX_2_validation,4.69,0.0,Intermittent (Ngắt quãng)
FOODS_1_064_TX_3_validation,6.39,0.28,Intermittent (Ngắt quãng)
FOODS_1_064_WI_1_validation,1.79,0.26,Intermittent (Ngắt quãng)
FOODS_1_064_WI_2_validation,4.97,0.0,Intermittent (Ngắt quãng)
FOODS_1_064_WI_3_validation,4.06,0.2,Intermittent (Ngắt quãng)
FOODS_1_065_CA_1_validation,2.73,0.26,Intermittent (Ngắt quãng)
FOODS_1_065_CA_2_validation,2.27,0.5,Lumpy (Cục bộ)
FOODS_1_065_CA_3_validation,1.98,0.45,Intermittent (Ngắt quãng)
FOODS_1_065_CA_4_validation,3.18,0.23,Intermittent (Ngắt quãng)
FOODS_1_065_TX_1_validation,4.72,0.29,Intermittent (Ngắt quãng)
FOODS_1_065_TX_2_validation,3.8,0.26,Intermittent (Ngắt quãng)
FOODS_1_065_TX_3_validation,4.58,0.25,Intermittent (Ngắt quãng)
FOODS_1_065_WI_1_validation,2.25,0.24,Intermittent (Ngắt quãng)
FOODS_1_065_WI_2_validation,4.76,0.19,Intermittent (Ngắt quãng)
FOODS_1_065_WI_3_validation,4.36,0.22,Intermittent (Ngắt quãng)
FOODS_1_066_CA_1_validation,1.8,0.44,Intermittent (Ngắt quãng)
FOODS_1_066_CA_2_validation,1.73,0.41,Intermittent (Ngắt quãng)
FOODS_1_066_CA_3_validation,1.91,0.26,Intermittent (Ngắt quãng)
FOODS_1_066_CA_4_validation,2.52,0.26,Intermittent (Ngắt quãng)
FOODS_1_066_TX_1_validation,4.63,0.22,Intermittent (Ngắt quãng)
FOODS_1_066_TX_2_validation,3.26,0.24,Intermittent (Ngắt quãng)
FOODS_1_066_TX_3_validation,3.1,0.28,Intermittent (Ngắt quãng)
FOODS_1_066_WI_1_validation,1.88,0.43,Intermittent (Ngắt quãng)
FOODS_1_066_WI_2_validation,2.85,0.53,Lumpy (Cục bộ)
FOODS_1_066_WI_3_validation,2.72,0.28,Intermittent (Ngắt quãng)
FOODS_1_067_CA_1_validation,1.59,0.5,Lumpy (Cục bộ)
FOODS_1_067_CA_2_validation,1.31,0.48,Smooth (Đều đặn)
FOODS_1_067_CA_3_validation,1.28,0.5,Erratic (Thất thường)
FOODS_1_067_CA_4_validation,1.51,0.36,Intermittent (Ngắt quãng)
FOODS_1_067_TX_1_validation,1.83,0.6,Lumpy (Cục bộ)
FOODS_1_067_TX_2_validation,1.56,0.52,Lumpy (Cục bộ)
FOODS_1_067_TX_3_validation,1.83,0.42,Intermittent (Ngắt quãng)
FOODS_1_067_WI_1_validation,1.37,0.44,Intermittent (Ngắt quãng)
FOODS_1_067_WI_2_validation,1.67,0.41,Intermittent (Ngắt quãng)
FOODS_1_067_WI_3_validation,1.85,0.43,Intermittent (Ngắt quãng)
FOODS_1_068_CA_1_validation,2.42,0.26,Intermittent (Ngắt quãng)
FOODS_1_068_CA_2_validation,2.37,0.27,Intermittent (Ngắt quãng)
FOODS_1_068_CA_3_validation,1.91,0.37,Intermittent (Ngắt quãng)
FOODS_1_068_CA_4_validation,8.39,0.0,Intermittent (Ngắt quãng)
FOODS_1_068_TX_1_validation,3.16,0.27,Intermittent (Ngắt quãng)
FOODS_1_068_TX_2_validation,6.18,0.0,Intermittent (Ngắt quãng)
FOODS_1_068_TX_3_validation,4.01,0.0,Intermittent (Ngắt quãng)
FOODS_1_068_WI_1_validation,3.54,0.25,Intermittent (Ngắt quãng)
FOODS_1_068_WI_2_validation,3.46,0.25,Intermittent (Ngắt quãng)
FOODS_1_068_WI_3_validation,4.01,0.0,Intermittent (Ngắt quãng)
FOODS_1_069_CA_1_validation,2.92,0.44,Intermittent (Ngắt quãng)
FOODS_1_069_CA_2_validation,1.82,0.48,Intermittent (Ngắt quãng)
FOODS_1_069_CA_3_validation,2.12,0.62,Lumpy (Cục bộ)
FOODS_1_069_CA_4_validation,2.72,0.4,Intermittent (Ngắt quãng)
FOODS_1_069_TX_1_validation,3.41,0.59,Lumpy (Cục bộ)
FOODS_1_069_TX_2_validation,4.76,0.28,Intermittent (Ngắt quãng)
FOODS_1_069_TX_3_validation,5.43,0.28,Intermittent (Ngắt quãng)
FOODS_1_069_WI_1_validation,3.7,0.45,Intermittent (Ngắt quãng)
FOODS_1_069_WI_2_validation,5.23,0.53,Lumpy (Cục bộ)
FOODS_1_069_WI_3_validation,7.97,0.27,Intermittent (Ngắt quãng)
FOODS_1_070_CA_1_validation,2.65,0.43,Intermittent (Ngắt quãng)
FOODS_1_070_CA_2_validation,2.96,0.4,Intermittent (Ngắt quãng)
FOODS_1_070_CA_3_validation,3.12,0.29,Intermittent (Ngắt quãng)
FOODS_1_070_CA_4_validation,2.85,0.38,Intermittent (Ngắt quãng)
FOODS_1_070_TX_1_validation,4.64,0.28,Intermittent (Ngắt quãng)
FOODS_1_070_TX_2_validation,3.52,0.41,Intermittent (Ngắt quãng)
